"nom","type","nb_publi","ouvre_data","code_region","code_departement","nb_ptf","nb_datagouv","pop_insee","CSP_chef","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","niveau_vie","part_diplomes","depenses_hab"
"CC du Pays de Lauzun","CC",0,0,75,47,0,0,10836,"Agriculteurs propriétaires exploit.",76,NA,34.5,90,NA,18690,3.5,471.29430601698
"CC du Pays de Limours (CCPL)","CC",0,0,11,91,0,0,27383,"Professeurs du secondaire et techn.",71,"Parti communiste français",16.6,302,200054781,29700,17.5,374.620238103933
"CC du Pays de Lubersac-Pompadour","CC",0,0,75,19,0,0,7763,"Professeurs de faculté",59,NA,31.3,65,NA,20330,4.6,510.679421615355
"CC du Pays de Lumbres","CC",0,0,32,62,0,0,24682,"Ingénieurs",55,NA,15.6,127,200069037,20070,3.6,403.127684547443
"CC du Pays de Lunel","CC",0,0,76,34,0,0,50240,"Retraités des professions libérales",79,NA,18.6,794,243400017,19760,7.2,518.890765525478
"CC du Pays de Lure","CC",0,0,27,70,0,0,20190,"Retraités salariés privés",79,NA,20.6,143,NA,20600,4.2,730.521721644378
"CC du Pays de Luxeuil","CC",0,0,27,70,0,0,15571,"Agents technique et techniciens",56,NA,23.5,97,NA,19270,4.3,411.76717872969
"CC du Pays de Maîche","CC",0,0,27,25,0,0,19123,NA,NA,NA,18.5,113,NA,27070,3.3,487.569535637714
"CC du Pays de Mauriac","CC",0,0,84,15,0,0,7146,"Vétérinaires",68,NA,30.1,33,NA,20020,3.7,343.560848026868
"CC du Pays de Meslay-Grez","CC",0,0,52,53,0,0,14341,"Agriculteurs propriétaires exploit.",62,NA,18.7,79,200083392,20530,4.1,720.222911233526
"CC du Pays de Mirepoix","CC",0,0,76,9,0,0,10873,"Retraités de l'enseignement",64,NA,25.7,120,NA,19340,6,872.464226064563
"CC du Pays de Montbozon et du Chanois","CC",0,0,27,70,0,0,6786,"Retraités fonct.publique (sf enseig.)",69,NA,20.4,37,NA,21690,4.5,686.641024167404
"CC du Pays de Montfaucon","CC",0,0,84,43,0,0,8495,"Agriculteurs propriétaires exploit.",63,NA,24.2,60,NA,20660,3.4,1150.34433313714
"CC du Pays de Montmédy","CC",0,0,44,55,0,0,7396,"Retraités des entreprises publiques",74,NA,17.2,35,NA,21250,2.8,761.692398593835
"CC du Pays de Mormal","CC",0,0,32,59,0,0,49337,"Professions rattachées à enseignt.",50,NA,18.9,329,200043396,21440,6.5,424.55025660255
"CC du Pays de Mortagne","CC",0,0,52,85,0,0,28783,"Agriculteurs propriétaires exploit.",66,NA,19,178,NA,21640,3.6,461.113765069659
"CC du Pays de Mortagne-au-Perche","CC",0,0,28,61,0,0,14483,"Permanents politiques",76,"Union pour un mouvement populaire",26.8,106,NA,20290,4.9,769.082105226818
"CC du Pays de Mortagne-au-Perche","CC",0,0,28,61,0,0,14483,"Permanents politiques",76,"Démocratie libérale",26.8,106,NA,20290,4.9,769.082105226818
"CC du Pays de Niederbronn-les-Bains","CC",0,0,44,67,0,0,23709,"Retraités salariés privés",70,NA,21.1,144,200067874,22430,3.6,288.327513180649
"CC du Pays de Phalsbourg","CC",0,0,44,57,0,0,18134,"Autres professions",60,NA,18.7,108,200068146,22110,4.1,336.808414580346
"CC du Pays de Pontchâteau Saint-Gildas-des-Bois","CC",0,0,52,44,0,0,35872,"Autres cadres (secteur privé)",56,NA,17.9,217,244400644,21500,3.1,478.640136596789
"CC du Pays de Pouzauges","CC",0,0,52,85,0,0,23875,"Agriculteurs propriétaires exploit.",66,NA,19.9,131,NA,20590,2.6,486.70712460733
"CC du Pays de Revigny-sur-Ornain","CC",0,0,44,55,0,0,7514,"Autres cadres (secteur privé)",64,NA,21.2,27,NA,20800,2.8,661.829229438382
"CC du Pays de Ribeauvillé","CC",0,0,44,68,0,0,18638,NA,NA,NA,22.1,155,246800726,24150,6.8,733.689740315485
"CC du Pays de Rouffach,Vignobles et Châteaux","CC",0,0,44,68,0,0,13749,NA,NA,NA,20.2,110,NA,25430,8.6,489.108733726089
"CC du Pays de Saint-Aulaye","CC",0,0,75,24,0,0,6795,"Retraités fonct.publique (sf enseig.)",76,NA,32.3,63,NA,18830,3.4,400.234130978661
"CC du Pays de Saint-Éloy","CC",2,1,84,63,2,0,16625,"Magistrats",71,NA,29.3,116,NA,19140,3.3,356.867680601504
"CC du Pays de Saint-Fulgent - Les Essarts","CC",0,0,52,85,0,0,28135,"Industriels-Chefs entreprise",61,NA,15.9,169,200070233,21360,3.3,781.436702328061
"CC du Pays de Saint-Gilles-Croix-de-Vie","CC",0,0,52,85,0,0,48973,"Industriels-Chefs entreprise",61,NA,33.6,462,200071629,22000,3.6,774.119650623813
"CC du Pays de Sainte-Odile","CC",0,0,44,67,0,0,18597,"Pharmaciens",65,NA,20.2,182,NA,23850,8.9,413.438971339463
"CC du Pays de Salars","CC",0,0,76,12,0,0,8048,"Agriculteurs propriétaires exploit.",58,NA,21.8,61,NA,21810,4.5,512.381400347913
"CC du Pays de Salers","CC",7,1,84,15,7,0,8822,"Cadres supérieurs (secteur privé)",54,NA,33.1,33,NA,19240,2.8,819.605464747223
"CC du Pays de Sancey-Belleherbe","CC",0,0,27,25,0,0,5594,"Agriculteurs propriétaires exploit.",65,NA,22.6,39,NA,21530,3.5,380.224199141938
"CC du Pays de Saverne","CC",0,0,44,67,0,0,36394,"Professeurs du secondaire et techn.",57,NA,20.4,250,246700488,22780,7.1,690.252667747431
"CC du Pays de Serres en Quercy","CC",0,0,76,82,0,0,8742,NA,NA,NA,31.6,78,NA,18290,5,534.655024021963
"CC du Pays de Sommières","CC",0,0,76,30,0,0,23462,"Professeurs du secondaire et techn.",52,NA,18.9,346,243000643,21730,9.1,782.594268604552
"CC du Pays de Stenay et du Val Dunois","CC",0,0,44,55,0,0,10280,"Retraités salariés privés",72,NA,26.2,33,NA,19630,2.5,708.304236381323
"CC du Pays de Tarascon","CC",0,0,76,9,0,0,8629,"Fonctionnaires de catégorie C",59,NA,29.1,79,NA,19650,4.7,682.25076370379
"CC du Pays de Trie et du Magnoac","CC",0,0,76,65,0,0,7356,"Retraités agricoles",74,NA,32.7,67,NA,19500,4.2,649.611886895052
"CC du Pays de Tronçais","CC",0,0,84,3,0,0,7625,"Retraités fonct.publique (sf enseig.)",51,NA,33,57,NA,19290,4.2,603.971405901639
"CC du Pays de Valois","CC",0,0,32,60,0,0,56676,"Agriculteurs propriétaires exploit.",67,NA,14.5,419,NA,24160,5.7,263.727009492554
"CC du Pays de Villeneuve en Armagnac Landais","CC",0,0,75,40,0,0,6414,"Retraités des entreprises publiques",64,NA,24.5,39,NA,20670,3.9,406.51567352666
"CC du Pays de Wissembourg","CC",0,0,44,67,0,0,16583,"Retraités fonct.publique (sf enseig.)",72,NA,20.6,102,NA,23370,6.5,286.542641862148
"CC du Pays des Abers","CC",0,0,53,29,0,0,41618,"Retraités fonct.publique (sf enseig.)",68,NA,18.8,298,242900314,22440,5.9,459.526305925321
"CC du Pays des Achards","CC",0,0,52,85,0,0,18700,"Autres cadres (secteur privé)",66,NA,17.6,164,NA,21030,3.5,962.679226737968
"CC du Pays des Ecrins","CC",0,0,93,5,0,0,6900,"Industriels-Chefs entreprise",49,NA,21,93,NA,20470,7.3,1654.56505362319
"CC du Pays des Herbiers","CC",0,0,52,85,0,0,30162,"Autres professions",57,"Mouvement démocrate",17,240,NA,21360,4.6,423.056729328294
"CC du Pays des Herbiers","CC",0,0,52,85,0,0,30162,"Autres professions",57,"Mouvement pour la France",17,240,NA,21360,4.6,423.056729328294
"CC du Pays des Paillons","CC",0,0,93,6,0,0,26917,"Retr.artis.commerc.chefs d'entrep.",78,NA,22,308,200030195,22740,5.6,774.572847642754
"CC du Pays des Sorgues et des Monts de Vaucluse","CC",6,1,93,84,6,0,33960,"Permanents politiques",52,NA,22.3,480,248400251,21710,8.6,566.96443639576
"CC du Pays des Sources","CC",0,0,32,60,0,0,22668,"Agriculteurs propriétaires exploit.",68,NA,15.8,160,200067965,22850,5,369.578711399329
"CC du Pays du Coquelicot","CC",0,0,32,80,0,0,29090,"Agriculteurs propriétaires exploit.",60,NA,20.6,166,NA,20640,3.3,693.252448264008
"CC du Pays du Neubourg","CC",0,0,28,27,0,0,23054,"Avocats",72,NA,17.2,151,200066413,22960,4.3,458.50799297302
"CC du Pays du Saintois","CC",0,0,44,54,0,0,14694,"Retraités salariés privés",69,NA,18.3,100,NA,22810,5.8,229.869945556009
"CC du Pays du Sanon","CC",0,0,44,54,0,0,6089,"Retraités agricoles",73,NA,19.6,37,NA,21850,3,282.221161110199
"CC du Pays du Vermandois","CC",0,0,32,2,0,0,31952,"Retraités fonct.publique (sf enseig.)",75,NA,19.3,153,200071892,19430,3.1,301.179214133701
"CC du Pays entre Loire et Rhône","CC",0,0,84,42,0,0,14095,"Fonctionnaires de catégorie A",49,NA,21.4,103,200035731,20870,3.5,560.027626818021
"CC du Pays Fertois et du Bocage Carrougien","CC",0,0,28,61,0,0,5114,NA,NA,NA,24.2,25,NA,20100,3.6,521.466857645678
"CC du Pays Fléchois","CC",0,0,52,72,0,0,28632,"Retraités de l'enseignement",76,"Parti socialiste",20.3,136,NA,20700,4,643.389702780106
"CC du Pays Fouesnantais","CC",0,0,53,29,0,0,28491,"Retraités salariés privés",73,NA,28.1,236,200068120,24270,9.3,1368.082521849
"CC du Pays Gentiane","CC",0,0,84,15,0,0,7063,"Retraités fonct.publique (sf enseig.)",69,NA,32.7,44,NA,19240,3.3,366.422872716976
"CC du Pays Grenadois","CC",0,0,75,40,0,0,7914,"Retraités salariés privés",76,NA,22.4,44,NA,21050,3.8,572.667119029568
"CC du Pays Loudunais","CC",0,0,75,86,0,0,25126,"Autres cadres (secteur privé)",64,NA,25.6,135,NA,19160,2.8,637.589945474807
"CC du Pays Morcenais","CC",0,0,75,40,0,0,9716,"Retraités fonct.publique (sf enseig.)",74,NA,29.4,57,NA,20380,3.6,366.229458624949
"CC du Pays Mornantais (COPAMO)","CC",7,1,84,69,0,7,29002,"Cadres supérieurs (secteur privé)",63,NA,15.9,340,200046977,25910,10.2,444.641239914489
"CC du Pays Noyonnais","CC",0,0,32,60,0,0,33871,"Cadres supérieurs (secteur privé)",66,NA,17.9,173,200067965,19640,3.4,614.103166720794
"CC du Pays Orne Moselle","CC",0,0,44,57,0,0,54282,"Fonctionnaires de catégorie A",66,NA,19.3,366,200039949,20870,4,210.031722486275
"CC du Pays Rethélois","CC",0,0,44,8,0,0,30678,"Fonctionnaires de catégorie A",46,NA,19,192,200067213,21000,4,785.008630940739
"CC du Pays Réuni d'Orange","CC",31,1,93,84,31,0,45829,"Retraités des professions libérales",78,"Rassemblement national",21,519,248400160,19570,5.8,581.106142180715
"CC du Pays Réuni d'Orange","CC",31,1,93,84,31,0,45829,"Retraités des professions libérales",78,"Mouvement pour la France",21,519,248400160,19570,5.8,581.106142180715
"CC du Pays Réuni d'Orange","CC",31,1,93,84,31,0,45829,"Retraités des professions libérales",78,"Ligue du Sud",21,519,248400160,19570,5.8,581.106142180715
"CC du Pays Rhénan","CC",0,0,44,67,0,0,36884,"Retraités de l'enseignement",73,NA,18.3,227,200067874,25000,5.8,459.944075208763
"CC du Pays Rignacois","CC",0,0,76,12,0,0,5730,"Industriels-Chefs entreprise",69,NA,23.3,50,NA,21060,5.8,955.857085514834
"CC du Pays Riolais","CC",0,0,27,70,0,0,12830,"Retraités de l'enseignement",73,NA,15.8,84,242500361,22580,6.9,930.726487139517
"CC du Pays Rochois","CC",0,0,84,74,0,0,28582,"Fonctionnaires de catégorie B",69,NA,12.8,296,200000172,29310,9.7,726.281217199636
"CC du Pays Solesmois","CC",0,0,32,59,0,0,15296,"Retraités salariés privés",71,NA,19.5,80,200030633,20350,4.8,449.512886375523
"CC du Pays Tarusate","CC",0,0,75,40,0,0,17932,NA,NA,NA,23.8,140,NA,20990,3.2,529.359866718715
"CC du Pays Viganais","CC",0,0,76,30,0,0,10424,"Retr.artis.commerc.chefs d'entrep.",70,NA,28.1,108,NA,17720,6.6,843.153847851113
"CC du Perche","CC",0,0,24,28,0,0,19444,"Retraités fonct.publique (sf enseig.)",74,"Parti radical de gauche",28,120,NA,20700,4.1,290.576165912364
"CC du Perche et Haut Vendômois","CC",0,0,24,41,0,0,9381,"Autres cadres (secteur privé)",62,NA,25.4,81,NA,20800,2.9,208.126974736169
"CC du Périgord Nontronnais","CC",0,0,75,24,0,0,15700,"Retraités salariés privés",79,NA,34.2,163,NA,19180,4,853.717607006369
"CC du Périgord Ribéracois","CC",0,0,75,24,0,0,20337,"Agriculteurs propriétaires exploit.",59,NA,31,224,NA,19410,4.3,688.895226926292
"CC du Piémont Cévenol","CC",0,0,76,30,0,0,22004,"Professions rattachées à enseignt.",41,NA,23.3,249,200066918,19730,7.1,442.950621250682
"CC du Pilat Rhodanien","CC",0,0,84,42,0,0,17178,"Retraités salariés privés",70,NA,19.4,201,NA,23120,6.6,532.220009896379
"CC du Pithiverais","CC",0,0,24,45,0,0,30028,"Retraités agricoles",75,NA,19,188,200071850,21050,3.6,541.915571799654
"CC du Pithiverais-Gâtinais","CC",0,0,24,45,0,0,26665,"Sans profession déclarée",55,NA,20.4,194,200066280,21510,3.3,573.117950871929
"CC du Plateau de Frasne et du Val de Drugeon (CFD)","CC",0,0,27,25,0,0,6067,"Administrateurs de sociétés",68,NA,14.8,53,NA,26030,3.5,702.315290918081
"CC du Plateau de Lannemezan","CC",1,1,76,65,1,0,18380,"Ingénieurs",76,NA,28.7,157,NA,20560,4.7,447.586961915125
"CC du Plateau de Montbazens","CC",0,0,76,12,0,0,6376,"Agriculteurs propriétaires exploit.",61,NA,27.9,48,NA,20500,4.1,426.565870451694
"CC du Plateau de Russey","CC",0,0,27,25,0,0,6835,"Professeurs du secondaire et techn.",63,NA,13.8,38,NA,29930,3.2,271.081859546452
"CC du Plateau Picard","CC",1,1,32,60,0,1,30847,"Agriculteurs propriétaires exploit.",67,NA,15.7,173,246000376,21400,3.5,450.122436865822
"CC du Pont du Gard","CC",0,0,76,30,0,0,26568,"Autres cadres (secteur privé)",66,NA,18.9,276,243000643,21180,6.9,436.131498042758
"CC du Provinois","CC",0,0,11,77,0,0,35852,"Cadres supérieurs (secteur privé)",50,NA,17.8,299,NA,20960,5.2,403.000976793484
"CC du Quercy Blanc","CC",0,0,76,46,0,0,7937,"Retraités fonct.publique (sf enseig.)",72,NA,30.5,79,200023737,19660,5.4,616.347446138339
"CC du Quercy Caussadais","CC",0,0,76,82,0,0,20876,"Entrepreneurs en batiments",59,NA,25.8,168,NA,19610,3.9,412.381673692278
"CC du Réolais en Sud Gironde","CC",0,0,75,33,0,0,24180,"Fonctionnaires de catégorie A",63,NA,23.3,224,243300316,19110,3.9,316.039097601323
"CC du Réquistanais","CC",0,0,76,12,0,0,5588,"Médecins",74,NA,33.5,38,NA,19260,3.1,544.016848604152
"CC du Rhône aux Gorges de l'Ardèche","CC",0,0,84,7,0,0,19389,"Agriculteurs propriétaires exploit.",65,NA,22.2,170,NA,20610,5.4,726.969891175409
"CC du Romorantinais et du Monestois","CC",0,0,24,41,0,0,35102,"Retraités salariés privés",71,"Parti socialiste",25.4,232,NA,20540,3.6,305.487725200843
"CC du Rouillacais","CC",0,0,75,16,0,0,10325,"Agriculteurs propriétaires exploit.",59,NA,23.6,77,NA,20610,3.8,725.517801452785
"CC du Royans-Vercors","CC",0,0,84,26,0,0,10023,"Fonctionnaires de catégorie A",39,NA,23.5,124,NA,20560,5.2,622.65310785194
"CC du Sammiellois","CC",0,0,44,55,0,0,8879,"Fonctionnaires de catégorie A",65,NA,22.7,56,NA,20240,2.8,745.563529676765
"CC du Saulnois","CC",0,0,44,57,0,0,30199,"Retraités de l'enseignement",78,NA,20.5,167,NA,20810,3.6,509.78922977582
"CC du Saves","CC",0,0,76,32,0,0,9870,"Professeurs de faculté",55,NA,25.4,106,NA,21850,7,533.244133738602
"CC du Secteur de Saint-Loubès","CC",0,0,75,33,0,0,27027,"Retraités fonct.publique (sf enseig.)",72,NA,18.3,370,243300316,23470,7.4,578.391613201613
"CC du Seignanx","CC",0,0,75,40,0,0,27477,"Professeurs du secondaire et techn.",53,NA,21.2,322,200067106,22480,6.5,478.828184663537
"CC du Serein","CC",0,0,27,89,0,0,7685,"Autres professions",67,NA,27.1,41,NA,21130,4,420.655198438517
"CC du Sor et de l'Agout","CC",0,0,76,81,0,0,23491,"Autres retraités",81,NA,21.9,246,248100430,21020,5.4,505.720275850326
"CC du Sud-Artois","CC",0,0,32,62,0,0,28266,"Permanents politiques",68,"Parti socialiste",18.5,150,200033579,20120,3.4,487.02831069129
"CC du Sud-Estuaire","CC",0,0,52,44,0,0,30585,NA,NA,NA,22.1,270,200067346,22240,4.8,738.158147130947
"CC du Sud Avesnois","CC",0,0,32,59,0,0,26234,"Retraités de l'enseignement",71,"Parti socialiste",20.5,129,NA,16980,2.6,327.593299534955
"CC du Sud Est du Pays Manceau","CC",0,0,52,72,0,0,17691,"Professions rattachées à enseignt.",66,NA,19.2,121,247200132,22890,5.6,441.205105986095
"CC du Sud Gironde","CC",0,0,75,33,0,0,39266,"Retraités de l'enseignement",79,NA,20.7,432,243300316,20640,5.4,512.964412978149
"CC du Sud Marnais","CC",0,0,44,51,0,0,6216,"Salariés agricoles",65,NA,21.3,40,NA,21040,2.6,580.063552123552
"CC du Sud Messin","CC",0,0,44,57,0,0,16517,NA,NA,NA,15.1,127,200039865,24340,6.9,339.657623055034
"CC du Sud Territoire","CC",0,0,27,90,0,0,24012,"Huissiers",68,NA,19.8,176,200065647,22870,4.1,685.598511577545
"CC du Terrassonnais en Périgord Noir Thenon Hautefort","CC",0,0,75,24,0,0,22993,"Retraités des professions libérales",67,"Union pour un mouvement populaire",27,178,NA,19620,4,381.365897012134
"CC du Terrassonnais en Périgord Noir Thenon Hautefort","CC",0,0,75,24,0,0,22993,"Retraités des professions libérales",67,"Rassemblement pour la République",27,178,NA,19620,4,381.365897012134
"CC du Territoire de Fresnes-en-Woëvre","CC",0,0,44,55,0,0,5001,"Industriels-Chefs entreprise",52,NA,21,29,NA,21050,3.9,1048.75183763247
"CC du Territoire de Lunéville à Baccarat","CC",0,0,44,54,0,0,42969,"Industriels-Chefs entreprise",77,NA,21.1,302,245400676,20070,3.8,520.362315622891
"CC du Territoire Nord Picardie","CC",0,0,32,80,0,0,32417,"Vétérinaires",63,NA,19.3,176,248000531,20910,4.5,563.580320510843
"CC du Thouarsais","CC",0,0,75,79,0,0,36793,"Industriels-Chefs entreprise",65,NA,24.3,209,200040244,19810,3.1,863.626087842796
"CC du Triangle Vert","CC",0,0,27,70,0,0,11274,"Retr.artis.commerc.chefs d'entrep.",71,NA,18.6,92,NA,21210,3.3,259.427959020756
"CC du Trièves","CC",0,0,84,38,0,0,10300,"Médecins",60,NA,22.7,125,200040715,22050,9.1,932.480103883495
"CC du Val d'Amboise","CC",0,0,24,37,0,0,28699,"Fonctionnaires de catégorie A",60,NA,22.5,236,243700754,21880,6.4,625.33498588801
"CC du Val d'Amour","CC",0,0,27,39,0,0,9678,"Retraités de l'enseignement",74,NA,23,71,NA,21050,4.4,877.387157470552
"CC du Val d'Argent","CC",0,0,44,68,0,0,9771,NA,NA,NA,20.6,51,NA,20380,3.7,638.830660116672
"CC du Val d'Ay","CC",0,0,84,7,0,0,6039,"Salariés du secteur médical",52,NA,23.1,30,NA,20910,4.1,488.651862891207
"CC du Val d'Essonne (CCVE)","CC",0,0,11,91,0,0,60684,"Autres cadres (secteur privé)",47,NA,16.1,688,200059228,26270,9.7,486.03888619735
"CC du Val d'Ille-Aubigné","CC",41,1,53,35,0,41,36441,"Retraités fonct.publique (sf enseig.)",71,NA,13.7,299,243500139,23380,10.5,315.950989544744
"CC du Val d'Orne","CC",0,0,28,61,0,0,6142,"Retraités fonct.publique (sf enseig.)",81,NA,22.7,33,NA,19930,4.7,454.921787691306
"CC du Val de Bouzanne","CC",0,0,24,36,0,0,6154,"Retraités salariés privés",77,NA,25.7,31,NA,20060,2.7,384.807697432564
"CC du Val de Cher","CC",0,0,84,3,0,0,5659,"Retraités de l'enseignement",70,NA,24.8,36,NA,20530,3,280.019379749072
"CC du Val de Drôme en Biovallée","CC",1,1,84,26,0,1,31522,"Retraités de l'enseignement",70,NA,19.6,357,200068781,21500,7.1,723.913358923926
"CC du Val de l'Aisne","CC",0,0,32,2,0,0,20681,"Retr.artis.commerc.chefs d'entrep.",70,NA,18,107,240200477,21040,3.7,392.085877858904
"CC du Val de l'Eyre","CC",0,0,75,33,0,0,19936,"Professeurs du secondaire et techn.",67,NA,15.3,280,243300316,23100,6.5,580.79336326244
"CC du Val de l'Oise","CC",0,0,32,2,0,0,16433,NA,NA,NA,20.2,84,200071892,20800,3.3,533.709346437047
"CC du Val de Morteau","CC",0,0,27,25,0,0,21181,"Retraités de l'enseignement",75,"Union pour un mouvement populaire",16.6,173,NA,31410,6.4,473.315557811246
"CC du Val de Morteau","CC",0,0,27,25,0,0,21181,"Retraités de l'enseignement",75,"Rassemblement pour la République",16.6,173,NA,31410,6.4,473.315557811246
"CC du Val de Sarthe","CC",0,0,52,72,0,0,30999,"Autres cadres (secteur privé)",50,NA,18.3,155,247200132,22300,4.3,379.526801832317
"CC du Val de Somme","CC",0,0,32,80,0,0,26799,"Autres professions libérales",72,NA,18.2,151,248000531,22200,5.3,472.516880480615
"CC du Val de Sully","CC",0,0,24,45,0,0,25310,"Retraités fonct.publique (sf enseig.)",73,NA,20.6,149,244500468,22010,4.4,547.617849861715
"CC du Val de Vienne","CC",0,0,75,87,0,0,16383,"Fonctionnaires de catégorie A",55,NA,21.2,100,248719312,22540,6.5,390.0732368919
"CC du Vallespir","CC",0,0,76,66,0,0,21133,"Retraités de l'enseignement",75,NA,31,206,NA,19960,6.6,598.822316755785
"CC du Vexin-Thelle","CC",0,0,32,60,0,0,20721,"Retraités salariés privés",76,NA,16.9,161,NA,24240,6.2,390.846721200714
"CC du Vexin-Val de Seine","CC",0,0,11,95,0,0,16945,"Industriels-Chefs entreprise",59,NA,17.3,173,NA,24430,7.9,241.97447624668
"CC du Vexin Normand","CC",0,0,28,27,0,0,33047,"Sans profession déclarée",63,NA,17.7,296,NA,21350,4.1,403.2865316065
"CC du Vimeu","CC",0,0,32,80,0,0,23445,"Retraités de l'enseignement",76,NA,21.6,110,200070993,19660,2.2,690.083496267861
"CC du Volvestre","CC",0,0,76,31,0,0,30403,"Cadres supérieurs (secteur privé)",61,NA,18.1,335,243100518,21800,6.6,517.959929283294
"CC du Warndt","CC",0,0,44,57,0,0,18385,"Retraités de l'enseignement",69,NA,20.9,89,200067502,19890,2.8,540.604065814523
"CC Écueillé-Valençay","CC",0,0,24,36,0,0,11588,NA,NA,NA,34.8,62,NA,19610,2.6,408.500027614774
"CC Éguzon - Argenton - Vallée de la Creuse","CC",0,0,24,36,0,0,20424,"Fonctionnaires de catégorie A",55,NA,29.5,112,NA,19910,3.7,480.239037406972
"CC Élan Limousin Avenir Nature","CC",0,0,75,87,0,0,28304,"Retraités de l'enseignement",75,NA,22.4,184,248719312,21110,4.5,438.759047131148
"CC Entr'Allier Besbre et Loire","CC",0,0,84,3,0,0,25763,"Retraités salariés privés",68,NA,27.4,129,200071140,19500,3,229.611506035788
"CC Entre Arroux,Loire et Somme","CC",0,0,27,71,0,0,23621,"Retraités salariés privés",68,"Parti socialiste",31.4,114,NA,20290,2.4,256.009700690064
"CC Entre Beauce et Perche","CC",0,0,24,28,0,0,22048,"Agriculteurs propriétaires exploit.",59,NA,18.6,140,200033181,22510,3.7,506.74310413643
"CC Entre Dore et Allier","CC",0,0,84,63,0,0,19249,"Autres cadres (secteur privé)",41,NA,20.2,140,200070712,22140,5,109.5815294301
"CC Entre Juine et Renarde (CCEJR)","CC",0,0,11,91,0,0,27850,"Agriculteurs propriétaires exploit.",51,NA,17.6,279,200057859,27060,9.3,883.186177378815
"CC Entre Saône et Grosne","CC",0,0,27,71,0,0,11623,"Fonctionnaires de catégorie B",63,NA,22.2,93,NA,21920,5.7,639.198808397144
"CC Estuaire et Sillon","CC",0,0,52,44,0,0,39099,"Employés (autres entrep. publiques)",57,NA,14.6,318,244400404,23350,7.8,757.065096038262
"CC Falaises du Talou","CC",0,0,28,76,0,0,24132,"Retraités des professions libérales",74,NA,18.5,160,247600786,20950,3,424.286310707774
"CC Faucigny-Glières","CC",0,0,84,74,0,0,28076,"Professeurs du secondaire et techn.",51,NA,14.2,280,200033116,25420,7.1,1141.58172033053
"CC Fercher Pays Florentais","CC",0,0,24,18,0,0,11987,"Retraités salariés privés",82,NA,24.1,84,NA,20860,3.2,534.364669224994
"CC Fier et Usses","CC",0,0,84,74,0,0,15508,"Retr.artis.commerc.chefs d'entrep.",66,NA,13.4,195,200066793,27880,8.9,583.614786561775
"CC Forêts,Lacs,Terres en Champagne","CC",0,0,44,10,0,0,7004,"Fonctionnaires de catégorie A",60,NA,18.3,54,NA,22190,4.6,555.600356938892
"CC Forêts,Seine et Suzon","CC",0,0,27,21,0,0,7015,"Sans profession déclarée",66,NA,23,65,242100410,25500,11,386.586192444761
"CC Fumel Vallée du Lot","CC",0,0,75,47,0,0,25014,"Autres retraités",71,NA,30.3,199,200023307,18980,3.6,533.814757335892
"CC Gally Mauldre","CC",0,0,11,78,0,0,22687,"Autres professions",66,NA,19.6,311,200054781,35350,26.8,223.498069819721
"CC Gartempe - Saint-Pardoux","CC",0,0,75,87,0,0,5329,"Retraités fonct.publique (sf enseig.)",71,NA,29.9,42,NA,19250,3.4,475.336839932445
"CC Gâtinais Val de Loing","CC",0,0,11,77,0,0,19196,"Ingénieurs",70,NA,20.6,153,NA,21680,4.2,254.17658001667
"CC Giennoises","CC",0,0,24,45,0,0,25832,"Industriels-Chefs entreprise",65,NA,22.9,169,NA,20780,4.5,961.283974140601
"CC Gorges Causses Cévennes","CC",0,0,76,48,0,0,7353,"Fonctionnaires de catégorie C",61,NA,27.1,74,NA,19270,6.3,796.406979464164
"CC Grand Orb","CC",0,0,76,34,0,0,20827,"Retraités de l'enseignement",82,NA,30.3,160,NA,18630,4.5,388.317912805493
"CC Grand Sud Tarn et Garonne","CC",0,0,76,82,0,0,41930,"Fonctionnaires de catégorie A",64,NA,16,422,243100518,21460,5.8,545.10329573098
"CC Haut-Jura Saint-Claude","CC",0,0,27,39,0,0,21746,"Autres cadres (secteur privé)",53,NA,23,168,NA,21050,4.3,505.880299825255
"CC Haut-Léon Communauté","CC",0,0,53,29,0,0,32435,"Médecins",51,NA,26.7,189,242900751,20930,5.1,553.173839987668
"CC Haut Chemin-Pays de Pange","CC",0,0,44,57,0,0,19682,"Autres cadres (secteur privé)",62,NA,16.2,130,200039865,25530,8.9,387.891235138705
"CC Haut Limousin en Marche","CC",0,0,75,87,0,0,24184,"Fonctionnaires de catégorie A",62,NA,33.9,208,NA,18670,3.4,496.519447155144
"CC Haut Val de Sèvre","CC",0,0,75,79,0,0,30950,"Représentants de commerce",57,NA,19.8,171,200041317,21530,4.5,769.205378675283
"CC Haute-Maurienne Vanoise","CC",0,0,84,73,0,0,8922,"Agents technique et techniciens",67,NA,22.8,114,NA,22340,5.4,1981.47408989016
"CC Haute-Provence-Pays de Banon","CC",0,0,93,4,0,0,9897,"Retraités agricoles",71,NA,26.4,114,NA,20570,8.5,637.480846721229
"CC Haute Sarthe Alpes Mancelles","CC",0,0,52,72,0,0,23576,"Fonctionnaires de catégorie B",63,"Parti socialiste",22.5,112,246100663,20440,3,447.722367662029
"CC Hautes Terres Communauté","CC",6,1,84,15,6,0,11970,NA,NA,NA,31.2,59,NA,19740,3.7,744.192872180451
